Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
Morocco,🎉782,🎉804,Josef von Sternberg,[摩洛哥 Morocco](https://movie.douban.com/subject/1295600/),🌟7.4,约瑟夫·冯·斯登堡 / 加里·库珀 / 玛琳·黛德丽 / 阿道夫·门吉欧 / 爱情 / 剧情 / 美国 / 1930,1930,USA,Romance-Drama,[Morocco](https://www.imdb.com/title/tt0021156/),🌟7
"Fly, The",🎉783,🎉598,David Cronenberg,[变蝇人 The Fly](https://movie.douban.com/subject/1293073/),🌟7.4,大卫·柯南伯格 / 杰夫·高布伦 / 吉娜·戴维斯 / 约翰·盖兹 / 恐怖 / 科幻 / 美国/德国 / 1986,1986,USA-Canada,Horror-Drama-Science Fiction,[The Fly](https://www.imdb.com/title/tt0091064/),🌟7.6
Red Beard,🎉784,🎉985,Akira Kurosawa,[红胡子 赤ひげ](https://movie.douban.com/subject/1296679/),🌟8.8,黑泽明 / 三船敏郎 / 加山雄三 / 山崎努 / 剧情 / 日本 / 1965,1965,Japan,Drama,[Red Beard](https://www.imdb.com/title/tt0058888/),🌟8.3
Chikamatsu monogatari,🎉785,🎉856,Kenji Mizoguchi,[近松物语 近松物語](https://movie.douban.com/subject/1303600/),🌟8.3,沟口健二 / 长谷川一夫 / 香川京子 / 进藤英太郎 / 剧情 / 爱情 / 日本 / 1954,1954,Japan,Drama-Romance,[A Story from Chikamatsu](https://www.imdb.com/title/tt0046851/),🌟8
"Cook, the Thief, His Wife & Her Lover, The",🎉786,🎉843,Peter Greenaway,[](),🌟, ,1989,UK-Netherlands-France,Drama-Crime-Comedy,"[The Cook, the Thief, His Wife & Her Lover](https://www.imdb.com/title/tt0097108/)",🌟7.5
Mamma Roma,🎉787,🎉927,Pier Paolo Pasolini,[罗马妈妈 Mamma Roma](https://movie.douban.com/subject/1293305/),🌟8.2,皮埃尔·保罗·帕索里尼 / 安娜·马尼亚尼 / 埃托雷·加罗福洛 / 弗兰科·奇蒂 / 剧情 / 意大利 / 1962,1962,Italy,Drama,[Mamma Roma](https://www.imdb.com/title/tt0056215/),🌟7.8
Dog Star Man,🎉788,🎉950,Stan Brakhage,[狗·星·人：序曲 Prelude: Dog Star Man](https://movie.douban.com/subject/1303973/),🌟7.0,斯坦·布拉哈格 / 斯坦·布拉哈格 / 短片 / 剧情 / 美国 / 1962,1964,USA,Documentary-Avant-Garde,[Dog Star Man](https://www.imdb.com/title/tt5896468/),🌟6.2
Dazed and Confused,🎉789,🎉706,Richard Linklater,[年少轻狂 Dazed and Confused](https://movie.douban.com/subject/1294720/),🌟7.2,理查德·林克莱特 / 杰森·伦敦 / 乔伊·劳伦·亚当斯 / 米拉·乔沃维奇 / 喜剧 / 剧情 / 美国 / 1993,1993,USA,Comedy-Drama,[Dazed and Confused](https://www.imdb.com/title/tt0106677/),🌟7.6
My Life as a Dog,🎉790,🎉731,Lasse Hallström,[狗脸的岁月 Mitt liv som hund](https://movie.douban.com/subject/1291976/),🌟8.5,拉斯·霍尔斯道姆 / 安东·格兰泽柳斯 / 托马斯·冯·布罗姆森 / 安琪·丽登 / 剧情 / 喜剧 / 瑞典 / 1985,1985,Sweden,Drama-Comedy,[My Life as a Dog](https://www.imdb.com/title/tt0089606/),🌟7.6
Moulin Rouge!,🎉791,🎉728,Baz Luhrmann,[红磨坊 Moulin Rouge!](https://movie.douban.com/subject/1304641/),🌟7.9,巴兹·鲁赫曼 / 妮可·基德曼 / 伊万·麦克格雷格 / 约翰·雷吉扎莫 / 剧情 / 歌舞 / 爱情 / 澳大利亚/美国 / 2001,2001,Australia-USA,Musical-Romance-Drama,[Moulin Rouge!](https://www.imdb.com/title/tt0203009/),🌟7.6
"New World, The",🎉792,🎉679,Terrence Malick,[新世界 The New World](https://movie.douban.com/subject/1419942/),🌟7.1,泰伦斯·马力克 / 科林·法瑞尔 / 考莉安卡·基尔彻 / 克里斯蒂安·贝尔 / 剧情 / 爱情 / 传记 / 历史 / 美国/英国 / 2005,2005,USA,Drama-History-Romance,[The New World](https://www.imdb.com/title/tt0402399/),🌟6.7
Duck Amuck,🎉793,🎉1211,Chuck Jones,[混乱达菲鸭 Duck Amuck](https://movie.douban.com/subject/1866294/),🌟8.5,查克·琼斯 / 梅尔·布兰科 / 家庭 / 动画 / 喜剧 / 短片 / 美国 / 1953,1953,USA,Animated-Comedy-Short,[Duck Amuck](https://www.imdb.com/title/tt0045708/),🌟8.6
Veronika Voss,🎉794,🎉857,Rainer Werner Fassbinder,[维洛妮卡·佛丝 Die Sehnsucht der Veronika Voss](https://movie.douban.com/subject/1302108/),🌟7.7,赖纳·维尔纳·法斯宾德 / 罗泽尔·泽希 / Hilmar Thate / 科奈莉亚·弗洛波伊斯 / 剧情 / 西德 / 1982,1982,West Germany,Drama,[Veronika Voss](https://www.imdb.com/title/tt0084654/),🌟7.7
Still Life,🎉795,🎉562,Jia Zhangke,[三峡好人](https://movie.douban.com/subject/1872133/),🌟8.4,贾樟柯 / 赵涛 / 韩三明 / 王宏伟 / 剧情 / 爱情 / 中国大陆 / 2006,2006,China-Hong Kong,Drama,[Still Life](https://www.imdb.com/title/tt0859765/),🌟7.3
Gummo,🎉796,🎉684,Harmony Korine,[奇异小子 Gummo](https://movie.douban.com/subject/1302614/),🌟7.5,哈莫尼·科林 / 雅各布·苏埃尔 / 雅各布·雷诺兹 / 科洛·塞维尼 / 剧情 / 美国 / 1997,1997,USA,Drama,[Gummo](https://www.imdb.com/title/tt0119237/),🌟6.6
Dodes'ka-den,🎉797,🎉795,Akira Kurosawa,[电车狂 どですかでん](https://movie.douban.com/subject/1303077/),🌟8.0,黑泽明 / 头师佳孝 / 菅井琴 / 殿村敏之 / 剧情 / 日本 / 1970,1970,Japan,Fantasy-Drama,[Dodes'ka-den](https://www.imdb.com/title/tt0065649/),🌟7.3
Trouble Every Day,🎉798,🎉1166,Claire Denis,[](),🌟, ,2001,France-Germany-Japan-Luxembourg,Drama-Horror,[Trouble Every Day](https://www.imdb.com/title/tt0204700/),🌟5.9
She Wore a Yellow Ribbon,🎉799,🎉886,John Ford,[黄巾骑兵队 She Wore a Yellow Ribbon](https://movie.douban.com/subject/1293312/),🌟6.5,约翰·福特 / 约翰·韦恩 / 乔安妮·德鲁 / 约翰·艾加尔 / 西部 / 美国 / 1949,1949,USA,Western-War,[She Wore a Yellow Ribbon](https://www.imdb.com/title/tt0041866/),🌟7.2
Street of Shame,🎉800,🎉792,Kenji Mizoguchi,[赤线地带 赤線地帯](https://movie.douban.com/subject/1466788/),🌟8.1,沟口健二 / 若尾文子 / 京町子 / 木暮实千代 / 剧情 / 日本 / 1956,1956,Japan,Drama,[Street of Shame](https://www.imdb.com/title/tt0048933/),🌟7.8
Dumbo,🎉801,🎉708,Ben Sharpsteen,[小飞象 Dumbo](https://movie.douban.com/subject/1304603/),🌟8.4,宾·沙普斯坦 / 塞缪尔·阿姆斯特朗 / 诺曼·弗格森 / 威尔弗雷德·杰克逊 / 杰克·金尼 / 比尔·罗伯茨 / John Elliotte / 詹姆斯·巴斯凯特 / 赫尔曼·宾  / 比利·布莱彻 / 动画 / 奇幻 / 歌舞 / 美国 / 1941,1941,USA,Animated-Adventure-Family,[Dumbo](https://www.imdb.com/title/tt0033563/),🌟7.2
All Quiet on the Western Front,🎉802,🎉784,Lewis Milestone,[西线无战事 All Quiet on the Western Front](https://movie.douban.com/subject/1295116/),🌟8.9,刘易斯·迈尔斯通 / 路易斯·沃海姆 / 刘·艾尔斯 / 约翰·雷 / 剧情 / 动作 / 历史 / 战争 / 美国 / 1930,1930,USA,War-Drama,[All Quiet on the Western Front](https://www.imdb.com/title/tt0020629/),🌟8.1
"Streetcar Named Desire, A",🎉803,🎉680,Elia Kazan,[欲望号街车 A Streetcar Named Desire](https://movie.douban.com/subject/1293590/),🌟8.4,伊利亚·卡赞 / 费雯·丽 / 马龙·白兰度 / 金·亨特 / 剧情 / 美国 / 1951,1951,USA,Drama,[A Streetcar Named Desire](https://www.imdb.com/title/tt0044081/),🌟7.9
Big Deal on Madonna Street,🎉804,🎉742,Mario Monicelli,[圣母街上的大人物 I soliti ignoti](https://movie.douban.com/subject/1303089/),🌟8.2,马里奥·莫尼切利 / 维托里奥·加斯曼 / 雷纳托·萨尔瓦托雷 / 梅莫·卡罗泰努托 / 喜剧 / 犯罪 / 意大利 / 1958,1958,Italy,Crime-Comedy,[Big Deal on Madonna Street](https://www.imdb.com/title/tt0052216/),🌟7.9
Broadcast News,🎉805,🎉954,James L. Brooks,[收播新闻 Broadcast News](https://movie.douban.com/subject/1292511/),🌟7.1,詹姆斯·L·布鲁克斯 / 威廉·赫特 / 艾伯特·布鲁克斯 / 霍利·亨特 / 喜剧 / 剧情 / 爱情 / 美国 / 1987,1987,USA,Romance-Comedy-Drama,[Broadcast News](https://www.imdb.com/title/tt0092699/),🌟7.2
Women on the Verge of a Nervous Breakdown,🎉806,🎉793,Pedro Almodóvar,"[崩溃边缘的女人 Mujeres al borde de un ataque de ""nervios""](https://movie.douban.com/subject/1300952/)",🌟7.8,佩德罗·阿莫多瓦 / 卡门·毛拉 / 安东尼奥·班德拉斯 / 胡丽叶塔·塞拉诺 / 喜剧 / 剧情 / 西班牙 / 1988,1988,Spain,Comedy-Drama,[Women on the Verge of a Nervous Breakdown](https://www.imdb.com/title/tt0095675/),🌟7.5
Smiles of a Summer Night,🎉807,🎉722,Ingmar Bergman,[夏夜的微笑 Sommarnattens leende](https://movie.douban.com/subject/1298494/),🌟7.7,英格玛·伯格曼 / 厄拉·亚科布松 / 伊娃·达尔贝克 / 哈里特·安德森 / 喜剧 / 爱情 / 瑞典 / 1955,1955,Sweden,Romance-Comedy,[Smiles of a Summer Night](https://www.imdb.com/title/tt0048641/),🌟7.7
Malcolm X,🎉808,🎉1065,Spike Lee,[黑潮 Malcolm X](https://movie.douban.com/subject/1292681/),🌟8.0,斯派克·李 / 丹泽尔·华盛顿 / 安吉拉·贝塞特 / 阿尔伯特·海尔 / 传记 / 剧情 / 历史 / 美国/日本 / 1992,1992,USA-Japan,Drama-Biography-History,[Malcolm X](https://www.imdb.com/title/tt0104797/),🌟7.7
"Sur, El",🎉809,🎉664,Victor Erice,[南方 El sur](https://movie.douban.com/subject/1477717/),🌟8.3,维克多·艾里斯 / 奥梅罗·安东努蒂 / Sonsoles Aranguren / 伊西亚尔·博利亚因 / 剧情 / 爱情 / 西班牙/法国 / 1983,1983,Spain-France,Drama,[El Sur](https://www.imdb.com/title/tt0084740/),🌟7.8
"Woman of Paris, A",🎉810,🎉783,Charles Chaplin,[巴黎一妇人 A Woman of Paris: A Drama of Fate](https://movie.douban.com/subject/1296988/),🌟7.6,查理·卓别林 / 艾德娜·珀薇安丝 / Clarence Geldart / Carl Miller / 剧情 / 爱情 / 美国 / 1923,1923,USA,Drama-Romance,[A Woman of Paris: A Drama of Fate](https://www.imdb.com/title/tt0014624/),🌟6.9
JFK,🎉811,🎉667,Oliver Stone,[刺杀肯尼迪 JFK](https://movie.douban.com/subject/1292230/),🌟8.8,奥利佛·斯通 / 凯文·科斯特纳 / 茜茜·斯派塞克 / 汤米·李·琼斯 / 传记 / 剧情 / 历史 / 悬疑 / 惊悚 / 美国/法国 / 1991,1991,USA-France,History-Drama,[JFK](https://www.imdb.com/title/tt0102138/),🌟8
Van Gogh,🎉812,🎉677,Maurice Pialat,[梵高 Van Gogh](https://movie.douban.com/subject/1418998/),🌟7.7,莫里斯·皮亚拉 / 雅克·迪特隆 / 亚历山德拉·伦敦 / 贝尔纳·勒科克 / 剧情 / 传记 / 爱情 / 冒险 / 法国 / 1991,1991,France,Drama-Biography,[Van Gogh](https://www.imdb.com/title/tt0103190/),🌟7.1
Rose Hobart,🎉813,🎉1366,Joseph Cornell,[罗丝·霍巴德 Rose Hobart](https://movie.douban.com/subject/2266216/),🌟7.0,约瑟夫·康奈尔 / 查尔斯·比克福德 / 罗丝·霍巴德 / 诺贝·约翰逊 / 短片 / 美国 / 1936,1936,USA,Short,[Rose Hobart](https://www.imdb.com/title/tt0138758/),🌟5.6
"Social Network, The",🎉814,🎉512,David Fincher,[社交网络 The Social Network](https://movie.douban.com/subject/3205624/),🌟8.2,大卫·芬奇 / 杰西·艾森伯格 / 安德鲁·加菲尔德 / 贾斯汀·汀布莱克 / 剧情 / 传记 / 美国 / 2010,2010,USA,Biography-Drama,[The Social Network](https://www.imdb.com/title/tt1285016/),🌟7.8
Requiem for a Dream,🎉815,🎉710,Darren Aronofsky,[梦之安魂曲 Requiem for a Dream](https://movie.douban.com/subject/1292270/),🌟8.8,达伦·阿伦诺夫斯基 / 艾伦·伯斯汀 / 杰瑞德·莱托 / 詹妮弗·康纳利 / 剧情 / 美国 / 2000,2000,USA,Drama,[Requiem for a Dream](https://www.imdb.com/title/tt0180093/),🌟8.3
"Son, The",🎉816,🎉630,Jean-Pierre & Luc Dardenne Dardenne,[他人之子 Le fils](https://movie.douban.com/subject/1305337/),🌟8.1,让-皮埃尔·达内 / 吕克·达内 / 奥利维埃·古尔梅 / 摩根·马林 / 伊莎贝拉·索帕特 / 剧情 / 比利时/法国 / 2002,2002,Belgium-France,Drama,[The Son](https://www.imdb.com/title/tt0291172/),🌟7.5
"Faster, Pussycat! Kill! Kill!",🎉817,🎉877,Russ Meyer,"[小野猫公路历险记 Faster, Pussycat! Kill! Kill!](https://movie.douban.com/subject/1306360/)",🌟6.3,罗斯·梅尔 / 图拉.桑塔纳 / Haji / 洛蕊·威廉姆斯 / 喜剧 / 犯罪 / 美国 / 1965,1965,USA,Drama-Comedy-Action,"[Faster, Pussycat! Kill! Kill!](https://www.imdb.com/title/tt0059170/)",🌟6.6
Shock Corridor,🎉818,🎉606,Samuel Fuller,[恐怖走廊 Shock Corridor](https://movie.douban.com/subject/1298471/),🌟7.7,塞缪尔·富勒 / 彼得·布瑞克 / 康斯坦丝·陶尔斯 / 吉恩·埃文斯 / 剧情 / 悬疑 / 美国 / 1963,1963,USA,Drama-Mystery,[Shock Corridor](https://www.imdb.com/title/tt0057495/),🌟7.3
Hitler: A Film from Germany,🎉819,🎉854,Hans-Jürgen Syberberg,[希特勒：一部德国的电影 Hitler - ein Film aus Deutschland](https://movie.douban.com/subject/1855658/),🌟8.6,汉斯-于尔根·西贝尔伯格 / 传记 / 剧情 / 历史 / 战争 / 西德/法国/英国 / 1977,1977,West Germany-France-UK,Biography-Drama-History,[Hitler: A Film from Germany](https://www.imdb.com/title/tt0076147/),🌟7.5
Losing Ground,🎉820,🎉5016,Kathleen Collins,[迷失之地 Losing Ground](https://movie.douban.com/subject/5050316/),🌟,凯瑟琳·柯林斯 / 喜剧 / 美国 / 1982,1982,USA,Comedy-Drama,[Losing Ground](https://www.imdb.com/title/tt0084269/),🌟6.7
Ferris Bueller's Day Off,🎉821,🎉738,John Hughes,[春天不是读书天 Ferris Bueller's Day Off](https://movie.douban.com/subject/1295437/),🌟8.0,约翰·休斯 / 马修·布罗德里克 / 阿兰·卢克 / 米娅·萨拉 / 喜剧 / 美国 / 1986,1986,USA,Comedy,[Ferris Bueller's Day Off](https://www.imdb.com/title/tt0091042/),🌟7.8
White Heat,🎉822,🎉639,Raoul Walsh,[歼匪喋血战 White Heat](https://movie.douban.com/subject/1301216/),🌟8.3,拉乌尔·沃尔什 / 詹姆斯·卡格尼 / 弗吉尼亚·梅奥 / 艾德蒙·奥布莱恩 / 剧情 / 犯罪 / 惊悚 / 黑色电影 / 美国 / 1949,1949,USA,Crime-Action-Drama,[White Heat](https://www.imdb.com/title/tt0042041/),🌟8.1
Y tu mamá también,🎉823,🎉581,Alfonso Cuarón,[你妈妈也一样 Y tu mamá también](https://movie.douban.com/subject/1303333/),🌟7.6,阿方索·卡隆 / 盖尔·加西亚·贝纳尔 / 迭戈·卢纳 / 玛丽维尔·贝尔杜 / 剧情 / 情色 / 墨西哥 / 2001,2001,Mexico,Drama,[And Your Mother Too](https://www.imdb.com/title/tt0245574/),🌟7.7
Evil Dead II,🎉824,🎉559,Sam Raimi,[鬼玩人2 Evil Dead II](https://movie.douban.com/subject/1293448/),🌟7.3,山姆·雷米 / 布鲁斯·坎贝尔 / Sarah Berry / 丹·希克斯 / 喜剧 / 恐怖 / 美国 / 1987,1987,USA,Horror-Comedy,[Evil Dead II](https://www.imdb.com/title/tt0092991/),🌟7.7
Petite Maman,🎉825,🎉000,Céline Sciamma,[小妈妈 Petite maman](https://movie.douban.com/subject/35225859/),🌟8.0,瑟琳·席安玛 / 约瑟芬·桑兹 / 加布里埃尔·桑兹 / 尼娜·梅尔瑞斯 / 剧情 / 奇幻 / 法国 / 2021,2021,France,Drama-Fantasy,[Petite Maman](https://www.imdb.com/title/tt13204490/),🌟7.4
"Tin Drum, The",🎉826,🎉787,Volker Schlöndorff,[铁皮鼓 Die Blechtrommel](https://movie.douban.com/subject/1292207/),🌟8.3,沃尔克·施隆多夫 / 马里奥·阿多夫 / 安吉拉·温科勒 / 大卫·本奈特 / 剧情 / 历史 / 战争 / 西德/波兰/法国/南斯拉夫 / 1979,1979,West Germany-France-Poland-Yugoslavia,War-Drama,[The Tin Drum](https://www.imdb.com/title/tt0078875/),🌟7.5
"Idiots, The",🎉827,🎉851,Lars von Trier,[白痴 Idioterne](https://movie.douban.com/subject/1302252/),🌟7.4,拉斯·冯·提尔 / 波笛·约根森 / 安妮·路易丝·哈辛 / 托尔斯·利比 / 喜剧 / 剧情 / 丹麦/西班牙/瑞典/法国/荷兰/意大利 / 1998,1998,Denmark-Spain-Sweden-France-Netherlands-Italy,Drama-Comedy,[The Idiots](https://www.imdb.com/title/tt0154421/),🌟6.8
They Were Expendable,🎉828,🎉969,John Ford,[菲律宾浴血战 They Were Expendable](https://movie.douban.com/subject/1298789/),🌟6.6,约翰·福特 / 罗伯特·蒙哥马利 / 罗伯特·蒙哥马利 / 约翰·韦恩 / 唐娜·里德 / 剧情 / 战争 / 美国 / 1945,1945,USA,War-Drama,[They Were Expendable](https://www.imdb.com/title/tt0038160/),🌟7.2
Memento,🎉829,🎉625,Christopher Nolan,[记忆碎片 Memento](https://movie.douban.com/subject/1304447/),🌟8.7,克里斯托弗·诺兰 / 盖·皮尔斯 / 凯瑞-安·莫斯 / 乔·潘托里亚诺 / 犯罪 / 剧情 / 悬疑 / 惊悚 / 美国 / 2000,2000,USA,Thriller-Mystery-Drama,[Memento](https://www.imdb.com/title/tt0209144/),🌟8.4
Forbidden Games,🎉830,🎉859,René Clément,[禁忌的游戏 Jeux interdits](https://movie.douban.com/subject/1421933/),🌟8.4,雷内·克莱芒 / 乔吉斯·伯乔利 / 布丽吉特·佛西 / 阿梅代 / 剧情 / 战争 / 法国 / 1952,1952,France,War-Drama,[Forbidden Games](https://www.imdb.com/title/tt0043686/),🌟8
"American Werewolf in London, An",🎉831,🎉725,John Landis,[美国狼人在伦敦 An American Werewolf in London](https://movie.douban.com/subject/1295077/),🌟7.0,约翰·兰迪斯 / 大卫·诺顿 / 珍妮·艾加特 / 格里芬·邓恩 / 恐怖 / 爱情 / 美国/英国 / 1981,1981,USA,Horror-Comedy,[An American Werewolf in London](https://www.imdb.com/title/tt0082010/),🌟7.5
"Producers, The",🎉832,🎉862,Mel Brooks,[制片人 The Producers](https://movie.douban.com/subject/1303293/),🌟7.4,梅尔·布鲁克斯 / 泽罗·莫斯苔 / 吉恩·怀尔德 / 迪克·肖恩 / 喜剧 / 美国 / 1968,1968,USA,Comedy-Music,[The Producers](https://www.imdb.com/title/tt0063462/),🌟7.5
Deep End,🎉833,🎉835,Jerzy Skolimowski,[早春 Deep End](https://movie.douban.com/subject/1300644/),🌟7.5,杰兹·斯科利莫夫斯基 / 珍·爱舍 / 约翰 梅尔德-布朗 / 卡尔·米夏埃尔·福格勒 / 喜剧 / 剧情 / 爱情 / 英国/西德 / 1970,1970,UK-West Germany,Drama-Comedy-Romance,[Deep End](https://www.imdb.com/title/tt0066122/),🌟7.2
We All Loved Each Other So Much,🎉834,🎉790,Ettore Scola,[我们如此相爱 C'eravamo tanto amati](https://movie.douban.com/subject/1306049/),🌟8.3,埃托尔·斯科拉 / 斯特法尼娅·桑德雷莉 / 尼诺·曼弗雷迪 / 斯特凡诺·萨塔·弗洛雷斯 / 喜剧 / 剧情 / 意大利 / 1974,1974,Italy,Comedy-Drama,[We All Loved Each Other So Much](https://www.imdb.com/title/tt0075793/),🌟8
Edward Scissorhands,🎉835,🎉737,Tim Burton,[剪刀手爱德华 Edward Scissorhands](https://movie.douban.com/subject/1292370/),🌟8.7,蒂姆·波顿 / 约翰尼·德普 / 薇诺娜·瑞德 / 黛安·韦斯特 / 剧情 / 奇幻 / 爱情 / 美国 / 1990,1990,USA,Romance-Fantasy,[Edward Scissorhands](https://www.imdb.com/title/tt0099487/),🌟7.9
"Commune (Paris, 1871), La",🎉836,🎉828,Peter Watkins,[巴黎公社 La commune (Paris 1871)](https://movie.douban.com/subject/1909533/),🌟8.4,彼得·沃特金 / Eliane Annie Adalto / Pierre Barbieux / Bernard Bombeau / 剧情 / 历史 / 战争 / 法国 / 2000,2000,France,Drama-History-War,"[La Commune (Paris, 1871)](https://www.imdb.com/title/tt0257497/)",🌟8
Funeral Parade of Roses,🎉837,🎉1896,Toshio Matsumoto,[蔷薇的葬礼 薔薇の葬列](https://movie.douban.com/subject/1449471/),🌟8.3,松本俊夫 / 池畑慎之介 / 土屋嘉男 / 东惠美子 / 剧情 / 同性 / 日本 / 1969,1969,Japan,Drama,[Funeral Parade of Roses](https://www.imdb.com/title/tt0064068/),🌟7.8
Sicilia!,🎉838,🎉861,Jean-Marie & Danièle Huillet Straub,[西西里岛 Sicilia!](https://movie.douban.com/subject/1303446/),🌟7.8,达尼埃尔·于伊耶 / 让-马里·斯特劳布 / Gianni Buscarino / Angela Nugara / Vittorio Vigneri / 剧情 / 意大利/法国/德国 / 1999,1999,Italy-France-Germany,Drama,[Sicily!](https://www.imdb.com/title/tt0200135/),🌟6.8
"Right Stuff, The",🎉839,🎉867,Philip Kaufman,[太空先锋 The Right Stuff](https://movie.douban.com/subject/1293371/),🌟7.9,菲利普·考夫曼 / 丹尼斯·奎德 / 山姆·夏普德 / 斯科特·格伦 / 冒险 / 剧情 / 历史 / 美国 / 1983,1983,USA,Drama-Biography-Adventure,[The Right Stuff](https://www.imdb.com/title/tt0086197/),🌟7.8
"Thief of Bagdad, The",🎉840,🎉788,Michael/Ludwig Berger/Tim Whelan Powell,[巴格达妙贼 The Thief of Bagdad](https://movie.douban.com/subject/1293444/),🌟7.6,路德维希·贝格尔 / 迈克尔·鲍威尔 / 蒂姆·威伦 / 康拉德·韦特 / 萨布 / 琼·杜普雷 / 冒险 / 家庭 / 奇幻 / 英国 / 1940,1940,UK-USA,Fantasy-Family-Adventure,[The Thief of Bagdad](https://www.imdb.com/title/tt0033152/),🌟7.4
Paper Moon,🎉841,🎉777,Peter Bogdanovich,[纸月亮 Paper Moon](https://movie.douban.com/subject/1303357/),🌟8.6,彼得·博格丹诺维奇 / 瑞安·奥尼尔 / 塔图姆·奥尼尔 / 玛德莲·卡恩 / 喜剧 / 犯罪 / 剧情 / 美国 / 1973,1973,USA,Drama-Comedy-Crime,[Paper Moon](https://www.imdb.com/title/tt0070510/),🌟8.1
Outskirts,🎉842,🎉774,Boris Barnet,[边缘 Окраина](https://movie.douban.com/subject/2368635/),🌟6.4,鲍里斯·巴尔涅特 / Aleksandr Chistyakov / 剧情 / 战争 / 苏联 / 1933,1933,USSR,War-Drama,[Outskirts](https://www.imdb.com/title/tt0024402/),🌟7.1
Point Break,🎉843,🎉850,Kathryn Bigelow,[惊爆点 Point Break](https://movie.douban.com/subject/1301161/),🌟7.4,凯瑟琳·毕格罗 / 帕特里克·斯威兹 / 基努·里维斯 / 加里·布塞 / 动作 / 犯罪 / 惊悚 / 美国/日本 / 1991,1991,USA-Japan,Thriller-Action-Crime,[Point Break](https://www.imdb.com/title/tt0102685/),🌟7.2
Breakfast at Tiffany's,🎉844,🎉702,Blake Edwards,[蒂凡尼的早餐 Breakfast at Tiffany's](https://movie.douban.com/subject/1325958/),🌟8.1,布莱克·爱德华兹 / 奥黛丽·赫本 / 乔治·佩帕德 / 帕德里夏·妮尔 / 喜剧 / 剧情 / 爱情 / 美国 / 1961,1961,USA,Romance-Drama-Comedy,[Breakfast at Tiffany's](https://www.imdb.com/title/tt0054698/),🌟7.6
O Lucky Man!,🎉845,🎉970,Lindsay Anderson,[幸运儿 O Lucky Man!](https://movie.douban.com/subject/1296105/),🌟8.2,林赛·安德森 / 马尔科姆·麦克道威尔 / 海伦·米伦 / 拉尔夫·理查德森 / 喜剧 / 剧情 / 奇幻 / 音乐 / 英国/美国 / 1973,1973,UK-USA,Drama-Comedy-Fantasy,[O Lucky Man!](https://www.imdb.com/title/tt0070464/),🌟7.6
Red Sorghum,🎉846,🎉749,Zhang Yimou,[红高粱](https://movie.douban.com/subject/1306505/),🌟8.5,张艺谋 / 巩俐 / 姜文 / 滕汝骏 / 剧情 / 历史 / 爱情 / 战争 / 中国大陆 / 1988,1987,China,Drama,[Red Sorghum](https://www.imdb.com/title/tt0093206/),🌟7.3
Invasion of the Body Snatchers,🎉847,🎉638,Don Siegel,[天外魔花 Invasion of the Body Snatchers](https://movie.douban.com/subject/1296030/),🌟7.8,唐·希格尔 / 凯文·麦卡锡 / 达娜·温特 / 拉里·盖茨 / 恐怖 / 科幻 / 惊悚 / 美国 / 1956,1956,USA,Science Fiction-Horror,[Invasion of the Body Snatchers](https://www.imdb.com/title/tt0049366/),🌟7.7
Irréversible,🎉848,🎉699,Gaspar Noé,[](),🌟, ,2002,France,Crime-Drama-Horror,[Irreversible](https://www.imdb.com/title/tt0290673/),🌟7.3
"Adventures of Robin Hood, The",🎉849,🎉808,Michael & William Keighley Curtiz,[罗宾汉历险记 The Adventures of Robin Hood](https://movie.douban.com/subject/1300570/),🌟7.1,迈克尔·柯蒂兹 / 威廉·凯利 / 埃罗尔·弗林 / 奥利维娅·德哈维兰 / 巴兹尔·拉思伯恩 / 动作 / 冒险 / 爱情 / 美国 / 1938,1938,USA,Adventure,[The Adventures of Robin Hood](https://www.imdb.com/title/tt0029843/),🌟7.9
Once Upon a Time... in Hollywood,🎉850,🎉2002,Quentin Tarantino,[好莱坞往事 Once Upon a Time... in Hollywood](https://movie.douban.com/subject/27087724/),🌟7.3,昆汀·塔伦蒂诺 / 莱昂纳多·迪卡普里奥 / 布拉德·皮特 / 玛格特·罗比 / 剧情 / 喜剧 / 美国/英国/中国大陆 / 2019,2019,USA-UK-China,Comedy-Drama,[Once Upon a Time in Hollywood](https://www.imdb.com/title/tt7131622/),🌟7.6
Grizzly Man,🎉851,🎉508,Werner Herzog,[灰熊人 Grizzly Man](https://movie.douban.com/subject/1422951/),🌟8.4,沃纳·赫尔佐格 / Timothy Treadwell / Amie Huguenard / Werner Herzog / 纪录片 / 传记 / 美国 / 2005,2005,USA,Documentary,[Grizzly Man](https://www.imdb.com/title/tt0427312/),🌟7.8
35 Shots of Rum,🎉852,🎉1291,Claire Denis,[35杯朗姆酒 35 rhums](https://movie.douban.com/subject/3040430/),🌟7.3,克莱尔·德尼 / 阿莱克斯·德斯卡 / 玛缇·迪欧普 / Nicole Dogué / 剧情 / 法国/德国 / 2008,2008,France-Germany,Drama,[35 Shots of Rum](https://www.imdb.com/title/tt1100048/),🌟7.1
