序号,豆瓣电影,年份,豆瓣打分,豆瓣信息,IMDb电影,IMDb年份,IMDb打分,IMDb信息,烂番茄电影,烂番茄年份,烂番茄新鲜度
366,[没有面孔的眼睛 Les yeux sans visage](https://movie.douban.com/subject/1297735/),1960.0,7.5,导演: 乔治·弗朗叙; 类型: 剧情; 地区: 法国/意大利,[Les yeux sans visage](https://www.imdb.com/title/tt0053459/),1960,7.6,"90 min | Drama, Horror",[Eyes Without a Face](https://www.rottentomatoes.com/m/eyes_without_a_face_1962/),1960,98%
367,[精疲力尽 À bout de souffle](https://movie.douban.com/subject/1353745/),1960.0,8.4,导演: 让-吕克·戈达尔; 类型: 剧情; 地区: 法国,[Saturday Night and Sunday Morning](https://www.imdb.com/title/tt0054269/),1960,7.5,"89 min | Drama, Romance",[Saturday Night and Sunday Morning](https://www.rottentomatoes.com/m/saturday_night_and_sunday_morning/),1960,87%
368,[洞 Le trou](https://movie.douban.com/subject/1424334/),1960.0,9.2,导演: 雅克·贝克; 类型: 犯罪; 地区: 法国/意大利,[La dolce vita](https://www.imdb.com/title/tt0053779/),1960,8,"174 min | Comedy, Drama",[La Dolce Vita](https://www.rottentomatoes.com/m/dolce_vita/),1960,96%
369,[洛可兄弟 Rocco e i suoi fratelli](https://movie.douban.com/subject/1303558/),1960.0,8.4,导演: 卢基诺·维斯康蒂; 类型: 犯罪; 地区: 法国/意大利,[Le trou](https://www.imdb.com/title/tt0054407/),1960,8.5,"131 min | Crime, Drama, Thriller",[Le Trou](https://www.rottentomatoes.com/m/le_trou_1964/),1960,94%
370,[甜蜜的生活 La dolce vita](https://movie.douban.com/subject/1293271/),1960.0,8.6,导演: 费德里科·费里尼; 类型: 剧情; 地区: 意大利/法国,[Rocco e i suoi fratelli](https://www.imdb.com/title/tt0054248/),1960,8.2,"179 min | Crime, Drama, Sport",[Rocco and His Brothers](https://www.rottentomatoes.com/m/rocco_and_his_brothers/),1960,89%
371,[浪子春潮 Saturday Night and Sunday Morning](https://movie.douban.com/subject/1306028/),1960.0,7.2,导演: 卡雷尔·赖兹; 类型: 剧情; 地区: 英国,[L'avventura](https://www.imdb.com/title/tt0053619/),1960,7.7,"144 min | Drama, Mystery, Romance",[L'avventura](https://www.rottentomatoes.com/m/lavventura/),1960,94%
372,[射杀钢琴师 Tirez sur le pianiste](https://movie.douban.com/subject/1298095/),1960.0,7.8,导演: 弗朗索瓦·特吕弗; 类型: 剧情; 地区: 法国,[À bout de souffle](https://www.imdb.com/title/tt0053472/),1960,7.7,"90 min | Crime, Drama",[Breathless](https://www.rottentomatoes.com/m/breathless/),1960,96%
373,[奇遇 L'avventura](https://movie.douban.com/subject/1389923/),1960.0,8.2,导演: 米开朗基罗·安东尼奥尼; 类型: 剧情; 地区: 意大利/法国,[Spartacus](https://www.imdb.com/title/tt0054331/),1960,7.9,"197 min | Adventure, Biography, Drama",[Spartacus](https://www.rottentomatoes.com/m/1019544-spartacus/),1960,93%
374,[少女 The Young One](https://movie.douban.com/subject/1808698/),1960.0,7.3,导演: 路易斯·布努埃尔; 类型: 剧情; 地区: 墨西哥/美国,[The Apartment](https://www.imdb.com/title/tt0053604/),1960,8.3,"125 min | Comedy, Drama, Romance",[The Apartment](https://www.rottentomatoes.com/m/1001115-apartment/),1960,93%
375,[云遮星 মেঘে ঢাকা তারা](https://movie.douban.com/subject/1460605/),1960.0,7.7,导演: 李维克·伽塔克; 类型: 剧情; 地区: 印度,[Hanyo](https://www.imdb.com/title/tt0150980/),1960,7.3,"109 min | Crime, Drama, Thriller",[The Housemaid](https://www.rottentomatoes.com/m/hanyo/),1960,100%
376,[下女 하녀](https://movie.douban.com/subject/1401523/),1960.0,7.2,导演: 金绮泳; 类型: 剧情; 地区: 韩国,[The Cloud-Capped Star](https://www.imdb.com/title/tt0054073/),1960,7.9,"126 min | Drama, Musical",The Cloud-Capped Star,1960,
377,[惊魂记 Psycho](https://movie.douban.com/subject/1293181/),1960.0,9.0,导演: 阿尔弗雷德·希区柯克; 类型: 悬疑; 地区: 美国,[Psycho](https://www.imdb.com/title/tt0054215/),1960,8.5,"R | 109 min | Horror, Mystery, Thriller",[Psycho](https://www.rottentomatoes.com/m/psycho/),1960,96%
378,[撒旦的面具 La maschera del demonio](https://movie.douban.com/subject/1305956/),1960.0,7.2,导演: 马里奥·巴瓦; 类型: 恐怖; 地区: 意大利,[Tirez sur le pianiste](https://www.imdb.com/title/tt0054389/),1960,7.4,"81 min | Crime, Drama, Thriller",[Shoot the Piano Player](https://www.rottentomatoes.com/m/shoot_the_piano_player/),1960,90%
379,[偷窥狂 Peeping Tom](https://movie.douban.com/subject/1299665/),1960.0,7.9,导演: 迈克尔·鲍威尔; 类型: 剧情; 地区: 英国,[Peeping Tom](https://www.imdb.com/title/tt0054167/),1960,7.6,"101 min | Drama, Horror, Thriller",[Peeping Tom](https://www.rottentomatoes.com/m/peeping-tom/),1960,95%
380,[桃色公寓 The Apartment](https://movie.douban.com/subject/1394218/),1960.0,8.8,导演: 比利·怀尔德; 类型: 爱情; 地区: 美国,[La maschera del demonio](https://www.imdb.com/title/tt0054067/),1960,7.1,87 min | Horror,[Black Sunday](https://www.rottentomatoes.com/m/black_sunday/),1960,86%
381,[斯巴达克斯 Spartacus](https://movie.douban.com/subject/1298366/),1960.0,8.1,导演: 斯坦利·库布里克; 类型: 动作; 地区: 美国,[The Young One](https://www.imdb.com/title/tt0053967/),1960,7.4,96 min | Drama,[The Young One](https://www.rottentomatoes.com/m/the_young_one/),1960,100%
382,[天涯何处觅知音 Splendor in the Grass](https://movie.douban.com/subject/1294005/),1961.0,8.0,导演: 伊利亚·卡赞; 类型: 剧情; 地区: 美国,[Splendor in the Grass](https://www.imdb.com/title/tt0055471/),1961,7.7,"124 min | Drama, Romance",[Splendor in the Grass](https://www.rottentomatoes.com/m/splendor_in_the_grass/),1961,75%
383,[去年在马里昂巴德 L'année dernière à Marienbad](https://movie.douban.com/subject/1400240/),1961.0,8.3,导演: 阿伦·雷乃; 类型: 剧情; 地区: 法国/意大利,[Viridiana](https://www.imdb.com/title/tt0055601/),1961,8.1,91 min | Drama,[Viridiana](https://www.rottentomatoes.com/m/viridiana/),1961,96%
384,[独眼龙 One-Eyed Jacks](https://movie.douban.com/subject/1299915/),1961.0,6.6,导演: 马龙·白兰度; 类型: 西部; 地区: 美国,[La jetée](https://www.imdb.com/title/tt0056119/),1962,8.2,"28 min | Short, Drama, Romance",La Jette,1962,
385,[萝拉 Lola](https://movie.douban.com/subject/1471815/),1961.0,7.9,导演: 雅克·德米; 类型: 剧情; 地区: 法国/意大利,[Breakfast at Tiffany's](https://www.imdb.com/title/tt0054698/),1961,7.6,"115 min | Comedy, Drama, Romance",[Breakfast at Tiffany's](https://www.rottentomatoes.com/m/breakfast_at_tiffanys/),1961,89%
386,[蒂凡尼的早餐 Breakfast at Tiffany's](https://movie.douban.com/subject/1325958/),1961.0,8.1,导演: 布莱克·爱德华兹; 类型: 喜剧; 地区: 美国,[Lola](https://www.imdb.com/title/tt0055093/),1961,7.5,"90 min | Drama, Romance",[Lola](https://www.rottentomatoes.com/m/lola_1961/),1961,94%
387,[夜 La notte](https://movie.douban.com/subject/1361252/),1961.0,8.8,导演: 米开朗基罗·安东尼奥尼; 类型: 剧情; 地区: 意大利/法国,[The Exiles](https://www.imdb.com/title/tt0054861/),1961,6.7,72 min | Drama,[The Exiles](https://www.rottentomatoes.com/m/the-exiles-2008/),1961,89%
388,[维莉蒂安娜 Viridiana](https://movie.douban.com/subject/1303557/),1961.0,8.6,导演: 路易斯·布努埃尔; 类型: 剧情; 地区: 西班牙/墨西哥,[La notte](https://www.imdb.com/title/tt0054130/),1961,8,122 min | Drama,[La Notte](https://www.rottentomatoes.com/m/notte/),1961,86%
389,[猎艳高手 The Ladies Man](https://movie.douban.com/subject/1855300/),1961.0,6.8,导演: 杰瑞·刘易斯; 类型: 喜剧; 地区: 美国,[West Side Story](https://www.imdb.com/title/tt0055614/),1961,7.6,"153 min | Crime, Drama, Musical",[West Side Story](https://www.rottentomatoes.com/m/west_side_story/),1961,93%
390,[犹在镜中 Såsom i en spegel](https://movie.douban.com/subject/1302488/),1961.0,8.4,导演: 英格玛·伯格曼; 类型: 剧情; 地区: 瑞典,[The Hustler](https://www.imdb.com/title/tt0054997/),1961,8,"134 min | Drama, Sport",[The Hustler](https://www.rottentomatoes.com/m/hustler/),1961,96%
391,[夏日纪事 Chronique d'un été (Paris 1960)](https://movie.douban.com/subject/1421292/),1961.0,8.1,导演: 让·鲁什; 类型: 纪录片; 地区: 法国,[The Ladies Man](https://www.imdb.com/title/tt0055069/),1961,6.3,106 min | Comedy,[The Ladies Man](https://www.rottentomatoes.com/m/the_ladies_man/),1961,100%
392,[江湖浪子 The Hustler](https://movie.douban.com/subject/1299517/),1961.0,7.7,导演: 罗伯特·罗森; 类型: 剧情; 地区: 美国,[Såsom i en spegel](https://www.imdb.com/title/tt0055499/),1961,7.9,90 min | Drama,[Through a Glass Darkly](https://www.rottentomatoes.com/m/through_a_glass_darkly/),1961,100%
393,[西区故事 West Side Story](https://movie.douban.com/subject/1295225/),1961.0,7.5,导演: 杰罗姆·罗宾斯; 类型: 犯罪; 地区: 美国,[Chronique d'un été (Paris 1960)](https://www.imdb.com/title/tt0054745/),1961,7.5,"85 min | Documentary, History",Chronicle of a Summer,1961,
394,[流放者 The Exiles](https://movie.douban.com/subject/3140440/),1961.0,7.1,导演: Kent MacKenzie; 类型: 剧情; 地区: 美国,[L'année dernière à Marienbad](https://www.imdb.com/title/tt0054632/),1961,7.7,"94 min | Drama, Mystery",[Last Year at Marienbad](https://www.rottentomatoes.com/m/lannee_derniere_a_marienbad_1961/),1961,95%
395,[堤 La jetée](https://movie.douban.com/subject/1306626/),1962.0,9.0,导演: 克里斯·马克; 类型: 短片; 地区: 法国,[One-Eyed Jacks](https://www.imdb.com/title/tt0055257/),1961,7.1,"141 min | Drama, Western",[One-Eyed Jacks](https://www.rottentomatoes.com/m/one_eyed_jacks/),1961,61%
396,[祖与占 Jules et Jim](https://movie.douban.com/subject/1292338/),1962.0,8.4,导演: 弗朗索瓦·特吕弗; 类型: 剧情; 地区: 法国,[Cléo de 5 à 7](https://www.imdb.com/title/tt0055852/),1962,7.9,"90 min | Comedy, Drama, Music",[Cléo From 5 to 7](https://www.rottentomatoes.com/m/cleo_de_5_a_7/),1962,92%
397,[世界残酷奇谭 Mondo cane](https://movie.douban.com/subject/1506871/),1962.0,7.0,导演: 保罗·卡瓦拉; 类型: 恐怖; 地区: 意大利,[Dog Star Man](https://www.imdb.com/title/tt5896468/),1964,6.2,"78 min | Documentary, Horror, Mystery",[Dog Star Man](https://www.rottentomatoes.com/m/dog_star_man_part_i),1964,100%
398,[五至七时的克莱奥 Cléo de 5 à 7](https://movie.douban.com/subject/1294565/),1962.0,8.7,导演: 阿涅斯·瓦尔达; 类型: 喜剧; 地区: 法国/意大利,[Vivre sa vie: Film en douze tableaux](https://www.imdb.com/title/tt0056663/),1962,7.8,80 min | Drama,[Vivre Sa Vie](https://www.rottentomatoes.com/m/my_life_to_live/),1962,89%
399,[秋刀鱼之味 秋刀魚の味](https://movie.douban.com/subject/1294433/),1962.0,8.7,导演: 小津安二郎; 类型: 剧情; 地区: 日本,[An Autumn Afternoon](https://www.imdb.com/title/tt0056444/),1962,8,113 min | Drama,[An Autumn Afternoon](https://www.rottentomatoes.com/m/an_autumn_afternoon_1964/),1962,95%
400,[蚀 L'eclisse](https://movie.douban.com/subject/1293105/),1962.0,8.4,导演: 米开朗基罗·安东尼奥尼; 类型: 剧情; 地区: 意大利/法国,[Lolita](https://www.imdb.com/title/tt0056193/),1962,7.5,"153 min | Crime, Drama, Romance",[Lolita](https://www.rottentomatoes.com/m/1012611-lolita/),1962,91%
401,[阿拉伯的劳伦斯 Lawrence of Arabia](https://movie.douban.com/subject/1292349/),1962.0,8.7,导演: 大卫·里恩; 类型: 剧情; 地区: 英国,[The Man Who Shot Liberty Valance](https://www.imdb.com/title/tt0056217/),1962,8.1,"123 min | Drama, Western",[The Man Who Shot Liberty Valance](https://www.rottentomatoes.com/m/man_who_shot_liberty_valance/),1962,94%
402,[杀死一只知更鸟 To Kill a Mockingbird](https://movie.douban.com/subject/1297991/),1962.0,8.6,导演: 罗伯特·马利根; 类型: 剧情; 地区: 美国,[Heaven and Earth Magic](https://www.imdb.com/title/tt0056060/),1962,5.1,66 min | Animation,No. 12: Heaven and Earth Magic,1962,
403,[满洲候选人 The Manchurian Candidate](https://movie.douban.com/subject/1293840/),1962.0,7.3,导演: 约翰·弗兰克海默; 类型: 剧情; 地区: 美国,[Lawrence of Arabia](https://www.imdb.com/title/tt0056172/),1962,8.3,"218 min | Adventure, Biography, Drama",[Lawrence of Arabia](https://www.rottentomatoes.com/m/lawrence_of_arabia/),1962,94%
404,[洛丽塔 Lolita](https://movie.douban.com/subject/1296992/),1962.0,7.8,导演: 斯坦利·库布里克; 类型: 剧情; 地区: 美国/英国,[To Kill a Mockingbird](https://www.imdb.com/title/tt0056592/),1962,8.3,"129 min | Crime, Drama",[To Kill a Mockingbird](https://www.rottentomatoes.com/m/to_kill_a_mockingbird/),1962,93%
405,[诺言 O Pagador de Promessas](https://movie.douban.com/subject/1471821/),1962.0,8.3,导演: 安塞尔莫·杜阿尔特; 类型: 剧情; 地区: 巴西,[O Pagador de Promessas](https://www.imdb.com/title/tt0056322/),1962,8.3,98 min | Drama,The Given Word,1962,
406,[双虎屠龙 The Man Who Shot Liberty Valance](https://movie.douban.com/subject/1295134/),1962.0,8.2,导演: 约翰·福特; 类型: 剧情; 地区: 美国,[L'eclisse](https://www.imdb.com/title/tt0056736/),1962,7.7,"126 min | Drama, Romance",[L'eclisse](https://www.rottentomatoes.com/m/leclisse/),1962,90%
407,[兰闺惊变 What Ever Happened to Baby Jane?](https://movie.douban.com/subject/1292597/),1962.0,8.2,导演: 罗伯特·奥尔德里奇; 类型: 剧情; 地区: 美国,[Mondo cane](https://www.imdb.com/title/tt0057318/),1962,6.2,"108 min | Documentary, Horror",[Mondo Cane](https://www.rottentomatoes.com/m/mondo_cane/),1962,50%
408,[随心所欲 Vivre sa vie: Film en douze tableaux](https://movie.douban.com/subject/1296757/),1962.0,8.5,导演: 让-吕克·戈达尔; 类型: 剧情; 地区: 法国,[El ángel exterminador](https://www.imdb.com/title/tt0056732/),1962,8,"95 min | Drama, Fantasy",[The Exterminating Angel](https://www.rottentomatoes.com/m/le-angel-exterminador-the-exterminating-angel/),1962,93%
409,[天地魔术 Heaven And Earth Magic](https://movie.douban.com/subject/2031315/),1958.0,,导演: Harry Smith; 类型: 动画; 地区: 美国,[Jules et Jim](https://www.imdb.com/title/tt0055032/),1962,7.7,"105 min | Drama, Romance",[Jules and Jim](https://www.rottentomatoes.com/m/jules_and_jim/),1962,94%
410,[泯灭天使 El ángel exterminador](https://movie.douban.com/subject/1303556/),1962.0,8.3,导演: 路易斯·布努埃尔; 类型: 喜剧; 地区: 墨西哥,[The Manchurian Candidate](https://www.imdb.com/title/tt0056218/),1962,7.9,"PG-13 | 126 min | Drama, Thriller",[The Manchurian Candidate](https://www.rottentomatoes.com/m/1013227-manchurian_candidate/),1962,97%
411,[群鸟 The Birds](https://movie.douban.com/subject/1310175/),1963.0,8.1,导演: 阿尔弗雷德·希区柯克; 类型: 悬疑; 地区: 美国,[What Ever Happened to Baby Jane?](https://www.imdb.com/title/tt0056687/),1962,8,"134 min | Drama, Horror, Thriller",[What Ever Happened to Baby Jane?](https://www.rottentomatoes.com/m/what-ever-happened-to-baby-jane/),1962,92%
