Index,Y2024 排名,豆瓣,IMDb,TSPDT-ID,Title 电影,Director 导演,Year 年份,Region 地区,Genre 类型,Length 片长,Colour 色彩
590,591,[法外之徒 Bande à part-让-吕克·戈达尔](https://movie.douban.com/subject/1401588/),[https://www.imdb.com/title/tt0057869/](https://www.imdb.com/title/https://www.imdb.com/title/tt0057869//),9131,Bande à part,Jean-Luc Godard,1964,France,Crime-Drama-Romance,95,BW
591,592,[窈窕淑男 Tootsie-西德尼·波拉克](https://movie.douban.com/subject/1297737/),[https://www.imdb.com/title/tt0084805/](https://www.imdb.com/title/https://www.imdb.com/title/tt0084805//),14133,Tootsie,Sydney Pollack,1982,USA,Comedy-Romance,116,Col
592,593,[前进青春 Juventude em Marcha-佩德罗·科斯塔](https://movie.douban.com/subject/1937459/),[https://www.imdb.com/title/tt0460480/](https://www.imdb.com/title/https://www.imdb.com/title/tt0460480//),25870,Colossal Youth,Pedro Costa,2006,France-Portugal-Switzerland,Drama,155,Col
593,594,[指环王1：护戒使者 The Lord of the Rings: The Fellowship of the Ring-彼得·杰克逊](https://movie.douban.com/subject/1291571/),[https://www.imdb.com/title/tt0120737/](https://www.imdb.com/title/https://www.imdb.com/title/tt0120737//),20425,"Lord of the Rings: The Fellowship of the Ring, The",Peter Jackson,2001,New Zealand-USA,Fantasy-Adventure,178,Col
594,595,[侏罗纪公园 Jurassic Park-史蒂文·斯皮尔伯格](https://movie.douban.com/subject/1292523/),[https://www.imdb.com/title/tt0107290/](https://www.imdb.com/title/https://www.imdb.com/title/tt0107290//),17525,Jurassic Park,Steven Spielberg,1993,USA,Science Fiction-Adventure-Action,127,Col
595,596,[来自东方 D'Est-香特尔·阿克曼](https://movie.douban.com/subject/1780560/),[https://www.imdb.com/title/tt0106642/](https://www.imdb.com/title/https://www.imdb.com/title/tt0106642//),19795,D'Est,Chantal Akerman,1993,Belgium-France-Portugal,Documentary,107,Col
596,597,[七次机会 Seven Chances-巴斯特·基顿](https://movie.douban.com/subject/1300352/),[https://www.imdb.com/title/tt0016332/](https://www.imdb.com/title/https://www.imdb.com/title/tt0016332//),1358,Seven Chances,Buster Keaton,1925,USA,Romance-Comedy,56,BW
597,598,[仆人 The Servant-约瑟夫·罗西](https://movie.douban.com/subject/1303553/),[https://www.imdb.com/title/tt0057490/](https://www.imdb.com/title/https://www.imdb.com/title/tt0057490//),9059,"Servant, The",Joseph Losey,1963,UK,Drama,115,BW
598,599,[冷血惊魂 Repulsion-罗曼·波兰斯基](https://movie.douban.com/subject/1301647/),[https://www.imdb.com/title/tt0059646/](https://www.imdb.com/title/https://www.imdb.com/title/tt0059646//),9526,Repulsion,Roman Polanski,1965,UK,Drama-Horror-Thriller,105,BW
599,600,[罗马风情画 Roma-费德里科·费里尼](https://movie.douban.com/subject/1302815/),[https://www.imdb.com/title/tt0069191/](https://www.imdb.com/title/https://www.imdb.com/title/tt0069191//),11398,Fellini's Roma,Federico Fellini,1972,Italy,Drama-Comedy,128,Col
600,601,[卧虎藏龙 臥虎藏龍-李安](https://movie.douban.com/subject/1301168/),[https://www.imdb.com/title/tt0190332/](https://www.imdb.com/title/https://www.imdb.com/title/tt0190332//),20128,"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Taiwan-Hong Kong-USA-China,Drama-Adventure-Action,120,Col
601,602,[哈泰利 Hatari!-霍华德·霍克斯](https://movie.douban.com/subject/1293484/),[https://www.imdb.com/title/tt0056059/](https://www.imdb.com/title/https://www.imdb.com/title/tt0056059//),8688,Hatari!,Howard Hawks,1962,USA,Drama-Action-Adventure,157,Col
602,603,[漫长的一天结束了 The Long Day Closes-特伦斯·戴维斯](https://movie.douban.com/subject/2042560/),[https://www.imdb.com/title/tt0104753/](https://www.imdb.com/title/https://www.imdb.com/title/tt0104753//),17628,"Long Day Closes, The",Terence Davies,1992,UK,Drama,83,Col
603,604,[天意 Providence-阿伦·雷乃](https://movie.douban.com/subject/1294848/),[https://www.imdb.com/title/tt0076574/](https://www.imdb.com/title/https://www.imdb.com/title/tt0076574//),12746,Providence,Alain Resnais,1977,France-Switzerland,Drama,110,Col
604,605,[西印度群岛 West Indies-梅德·翁多](https://movie.douban.com/subject/25774676/),[https://www.imdb.com/title/tt0080125/](https://www.imdb.com/title/https://www.imdb.com/title/tt0080125//),23433,West Indies,Med Hondo,1979,France-Algeria-Mauritania,Drama-Musical,110,Col
605,606,[终结者2：审判日 Terminator 2: Judgment Day-詹姆斯·卡梅隆](https://movie.douban.com/subject/1291844/),[https://www.imdb.com/title/tt0103064/](https://www.imdb.com/title/https://www.imdb.com/title/tt0103064//),18233,Terminator 2: Judgment Day,James Cameron,1991,USA,Science Fiction-Action,136,Col
606,607,[无望的人们 Szegénylegények-米克洛什·扬索](https://movie.douban.com/subject/1462674/),[https://www.imdb.com/title/tt0059776/](https://www.imdb.com/title/https://www.imdb.com/title/tt0059776//),18547,"Round-Up, The",Miklós Jancsó,1966,Hungary,History-Drama-War,90,BW
607,608,[当我往前走之时偶尔会瞥到一缕美丽之景 As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty-乔纳斯·梅卡斯](https://movie.douban.com/subject/4117025/),[https://www.imdb.com/title/tt0262240/](https://www.imdb.com/title/https://www.imdb.com/title/tt0262240//),23154,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Jonas Mekas,2000,USA,Documentary-Biography,288,Col
608,609,[全金属外壳 Full Metal Jacket-斯坦利·库布里克](https://movie.douban.com/subject/1300055/),[https://www.imdb.com/title/tt0093058/](https://www.imdb.com/title/https://www.imdb.com/title/tt0093058//),15467,Full Metal Jacket,Stanley Kubrick,1987,USA,War-Drama-Action,116,Col
609,610,[天使爱美丽 Le fabuleux destin d'Amélie Poulain-让-皮埃尔·热内](https://movie.douban.com/subject/1292215/),[https://www.imdb.com/title/tt0211915/](https://www.imdb.com/title/https://www.imdb.com/title/tt0211915//),20383,Amélie,Jean-Pierre Jeunet,2001,France-Germany,Romance-Comedy,122,Col-BW
610,611,[卢丹的恶魔 The Devils-肯·罗素](https://movie.douban.com/subject/1823255/),[https://www.imdb.com/title/tt0066993/](https://www.imdb.com/title/https://www.imdb.com/title/tt0066993//),11230,"Devils, The",Ken Russell,1971,UK,History-Drama-Horror,109,Col
611,612,[新桥恋人 Les amants du Pont-Neuf-莱奥·卡拉克斯](https://movie.douban.com/subject/1291559/),[https://www.imdb.com/title/tt0101318/](https://www.imdb.com/title/https://www.imdb.com/title/tt0101318//),1881,"Amants du Pont-Neuf, Les",Leos Carax,1991,France,Drama,126,Col
612,613,[阿甘正传 Forrest Gump-罗伯特·泽米吉斯](https://movie.douban.com/subject/1292720/),[https://www.imdb.com/title/tt0109830/](https://www.imdb.com/title/https://www.imdb.com/title/tt0109830//),17261,Forrest Gump,Robert Zemeckis,1994,USA,Drama-Comedy,142,Col
613,614,[爱德华·蒙克 Edvard Munch-彼得·沃特金](https://movie.douban.com/subject/1439463/),[https://www.imdb.com/title/tt0074462/](https://www.imdb.com/title/https://www.imdb.com/title/tt0074462//),21851,Edvard Munch [TV],Peter Watkins,1974,Sweden-Norway,Drama-Biography,210,Col
614,615,[布杜落水遇救记 Boudu sauvé des eaux-让·雷诺阿](https://movie.douban.com/subject/1302490/),[https://www.imdb.com/title/tt0022718/](https://www.imdb.com/title/https://www.imdb.com/title/tt0022718//),170,Boudu Saved from Drowning,Jean Renoir,1932,France,Comedy,87,BW
615,616,[猎艳高手 The Ladies Man-杰瑞·刘易斯](https://movie.douban.com/subject/1855300/),[https://www.imdb.com/title/tt0055069/](https://www.imdb.com/title/https://www.imdb.com/title/tt0055069//),8446,"Ladies Man, The",Jerry Lewis,1961,USA,Comedy,95,Col
616,617,[天蝎星升起 Scorpio Rising-肯尼思·安格](https://movie.douban.com/subject/1775245/),[https://www.imdb.com/title/tt0058555/](https://www.imdb.com/title/https://www.imdb.com/title/tt0058555//),19788,Scorpio Rising,Kenneth Anger,1963,USA,Short-Avant-Garde-Music,28,Col
617,618,[红圈 Le cercle rouge-让-皮埃尔·梅尔维尔](https://movie.douban.com/subject/1401915/),[https://www.imdb.com/title/tt0065531/](https://www.imdb.com/title/https://www.imdb.com/title/tt0065531//),1876,"Red Circle, The",Jean-Pierre Melville,1970,France-Italy,Thriller-Crime,150,Col
618,619,[影子 Shadows-约翰·卡萨维蒂](https://movie.douban.com/subject/1295167/),[https://www.imdb.com/title/tt0053270/](https://www.imdb.com/title/https://www.imdb.com/title/tt0053270//),8238,Shadows,John Cassavetes,1959,USA,Drama,87,BW
619,620,[生死狂澜 Deliverance-约翰·布尔曼](https://movie.douban.com/subject/1293561/),[https://www.imdb.com/title/tt0068473/](https://www.imdb.com/title/https://www.imdb.com/title/tt0068473//),11163,Deliverance,John Boorman,1972,USA,Adventure-Thriller-Drama,109,Col
620,621,[我的朋友伊万·拉布辛 Мой друг Иван Лапшин-阿列克谢·日尔曼](https://movie.douban.com/subject/2368633/),[https://www.imdb.com/title/tt0084345/](https://www.imdb.com/title/https://www.imdb.com/title/tt0084345//),18533,My Friend Ivan Lapshin,Aleksei German,1985,USSR,Drama,100,Col-BW
621,622, ,[https://www.imdb.com/title/tt0069089/](https://www.imdb.com/title/https://www.imdb.com/title/tt0069089//),11506,Pink Flamingos,John Waters,1972,USA,Comedy-Crime,92,Col
622,623,"[纽约提喻法 Synecdoche, New York-查理·考夫曼](https://movie.douban.com/subject/2028819/)",[https://www.imdb.com/title/tt0383028/](https://www.imdb.com/title/https://www.imdb.com/title/tt0383028//),27515,"Synecdoche, New York",Charlie Kaufman,2008,USA,Drama,124,Col
623,624,[金发女郎的爱情 Lásky jedné plavovlásky-米洛斯·福尔曼](https://movie.douban.com/subject/1303082/),[https://www.imdb.com/title/tt0059415/](https://www.imdb.com/title/https://www.imdb.com/title/tt0059415//),9275,Loves of a Blonde,Milos Forman,1965,Czechoslovakia,Drama-Comedy,88,BW
624,625,[十二宫 Zodiac-大卫·芬奇](https://movie.douban.com/subject/1781126/),[https://www.imdb.com/title/tt0443706/](https://www.imdb.com/title/https://www.imdb.com/title/tt0443706//),25084,Zodiac,David Fincher,2007,USA,Crime-Drama-Thriller,158,Col
625,626,[杰森的画像 Portrait of Jason-雪莉·克拉克](https://movie.douban.com/subject/1434175/),[https://www.imdb.com/title/tt0062144/](https://www.imdb.com/title/https://www.imdb.com/title/tt0062144//),10078,Portrait of Jason,Shirley Clarke,1967,USA,Documentary-Biography,105,BW
626,627,[共生心理分类学：第1幕 Symbiopsychotaxiplasm: Take One-威廉·格雷夫斯](https://movie.douban.com/subject/1876327/),[https://www.imdb.com/title/tt0296881/](https://www.imdb.com/title/https://www.imdb.com/title/tt0296881//),23500,Symbiopsychotaxiplasm: Take One,William Greaves,1968,USA,Documentary,75,Col-BW
627,628,[异教徒 The Wicker Man-罗宾·哈迪](https://movie.douban.com/subject/1305611/),[https://www.imdb.com/title/tt0070917/](https://www.imdb.com/title/https://www.imdb.com/title/tt0070917//),11873,"Wicker Man, The",Robin Hardy,1973,UK,Mystery-Horror,103,Col
628,629,[切腹-小林正树](https://movie.douban.com/subject/1304920/),[https://www.imdb.com/title/tt0056058/](https://www.imdb.com/title/https://www.imdb.com/title/tt0056058//),18686,Harakiri,Masaki Kobayashi,1962,Japan,Drama-Action-History,133,BW
629,630,[三女性 3 Women-罗伯特·奥特曼](https://movie.douban.com/subject/1293599/),[https://www.imdb.com/title/tt0075612/](https://www.imdb.com/title/https://www.imdb.com/title/tt0075612//),12586,3 Women,Robert Altman,1977,USA,Drama,125,Col
630,631,"[阿尔法城 Alphaville, une étrange aventure de Lemmy Caution-让-吕克·戈达尔](https://movie.douban.com/subject/1316524/)",[https://www.imdb.com/title/tt0058898/](https://www.imdb.com/title/https://www.imdb.com/title/tt0058898//),9158,Alphaville,Jean-Luc Godard,1965,France,Science Fiction-Mystery-Drama,95,BW
631,632,[黄金马车 Le carrosse d'or-让·雷诺阿](https://movie.douban.com/subject/1294642/),[https://www.imdb.com/title/tt0044487/](https://www.imdb.com/title/https://www.imdb.com/title/tt0044487//),5382,"Golden Coach, The",Jean Renoir,1952,Italy-France,Drama-Comedy-Romance,100,Col
632,633,[夜阑人未静 The Asphalt Jungle-约翰·休斯顿](https://movie.douban.com/subject/1298894/),[https://www.imdb.com/title/tt0042208/](https://www.imdb.com/title/https://www.imdb.com/title/tt0042208//),4644,"Asphalt Jungle, The",John Huston,1950,USA,Thriller-Crime,112,BW
633,634,[别回头 Dont Look Back-彭尼贝克](https://movie.douban.com/subject/1305223/),[https://www.imdb.com/title/tt0061589/](https://www.imdb.com/title/https://www.imdb.com/title/tt0061589//),9969,Don't Look Back,D.A. Pennebaker,1967,USA,Documentary-Music,96,BW
634,635,[豺狼时刻 Vargtimmen-英格玛·伯格曼](https://movie.douban.com/subject/1301151/),[https://www.imdb.com/title/tt0063759/](https://www.imdb.com/title/https://www.imdb.com/title/tt0063759//),10287,Hour of the Wolf,Ingmar Bergman,1968,Sweden,Horror-Drama,88,BW
635,636,[比利小子 Pat Garrett & Billy the Kid-萨姆·佩金帕](https://movie.douban.com/subject/1300027/),[https://www.imdb.com/title/tt0070518/](https://www.imdb.com/title/https://www.imdb.com/title/tt0070518//),11790,Pat Garrett and Billy the Kid,Sam Peckinpah,1973,USA,Western,122,Col
636,637,[花火 HANA-BI-北野武](https://movie.douban.com/subject/1302642/),[https://www.imdb.com/title/tt0119250/](https://www.imdb.com/title/https://www.imdb.com/title/tt0119250//),19089,Hana-bi,Takeshi Kitano,1997,Japan,Drama-Crime,103,Col
637,638,"[玩家马布斯博士 Dr. Mabuse, der Spieler-弗里茨·朗](https://movie.douban.com/subject/1306016/)",[https://www.imdb.com/title/tt0013086/](https://www.imdb.com/title/https://www.imdb.com/title/tt0013086//),429,"Dr. Mabuse, the Gambler",Fritz Lang,1922,Germany,Thriller-Mystery-Crime,270,BW
638,639,[篮球梦 Hoop Dreams-斯蒂夫·詹姆斯](https://movie.douban.com/subject/1297797/),[https://www.imdb.com/title/tt0110057/](https://www.imdb.com/title/https://www.imdb.com/title/tt0110057//),17403,Hoop Dreams,Steve James,1994,USA,Documentary-Drama-Sport,170,Col
639,640,[我自己的爱达荷 My Own Private Idaho-格斯·范·桑特](https://movie.douban.com/subject/1292792/),[https://www.imdb.com/title/tt0102494/](https://www.imdb.com/title/https://www.imdb.com/title/tt0102494//),17785,My Own Private Idaho,Gus Van Sant,1991,USA,Drama,102,Col
640,641,[洛奇 Rocky-约翰·G·艾维尔森](https://movie.douban.com/subject/1295742/),[https://www.imdb.com/title/tt0075148/](https://www.imdb.com/title/https://www.imdb.com/title/tt0075148//),12532,Rocky,John G. Avildsen,1976,USA,Sport-Drama,119,Col
641,642,[夜逃鸳鸯 They Live by Night-尼古拉斯·雷](https://movie.douban.com/subject/1298951/),[https://www.imdb.com/title/tt0040872/](https://www.imdb.com/title/https://www.imdb.com/title/tt0040872//),4604,They Live by Night,Nicholas Ray,1948,USA,Drama-Crime,95,BW
642,643,[小姐弟荒原历险 Walkabout-尼古拉斯·罗伊格](https://movie.douban.com/subject/1295835/),[https://www.imdb.com/title/tt0067959/](https://www.imdb.com/title/https://www.imdb.com/title/tt0067959//),11058,Walkabout,Nicolas Roeg,1971,UK-Australia,Drama-Adventure,100,Col
643,644,[蝴蝶梦 Rebecca-阿尔弗雷德·希区柯克](https://movie.douban.com/subject/1293824/),[https://www.imdb.com/title/tt0032976/](https://www.imdb.com/title/https://www.imdb.com/title/tt0032976//),2314,Rebecca,Alfred Hitchcock,1940,USA,Mystery-Romance-Drama,130,BW
644,645,[惊天动地抢人头 Bring Me the Head of Alfredo Garcia-萨姆·佩金帕](https://movie.douban.com/subject/1294041/),[https://www.imdb.com/title/tt0071249/](https://www.imdb.com/title/https://www.imdb.com/title/tt0071249//),11911,Bring Me the Head of Alfredo Garcia,Sam Peckinpah,1974,USA,Crime-Thriller-Action,112,Col
645,646,[科学怪人 Frankenstein-詹姆斯·惠尔](https://movie.douban.com/subject/1296929/),[https://www.imdb.com/title/tt0021884/](https://www.imdb.com/title/https://www.imdb.com/title/tt0021884//),533,Frankenstein,James Whale,1931,USA,Horror-Science Fiction,70,BW
646,647,[金盔 Casque d'or-雅克·贝克](https://movie.douban.com/subject/1417947/),[https://www.imdb.com/title/tt0043386/](https://www.imdb.com/title/https://www.imdb.com/title/tt0043386//),5339,Casque d'or,Jacques Becker,1952,France,Romance-Drama-Crime,96,BW
647,648,[泰坦尼克号 Titanic-詹姆斯·卡梅隆](https://movie.douban.com/subject/1292722/),[https://www.imdb.com/title/tt0120338/](https://www.imdb.com/title/https://www.imdb.com/title/tt0120338//),18747,Titanic,James Cameron,1997,USA-Mexico,Romance-Drama-History,194,Col
648,649,[礼帽 Top Hat-马克·桑德里奇](https://movie.douban.com/subject/1293168/),[https://www.imdb.com/title/tt0027125/](https://www.imdb.com/title/https://www.imdb.com/title/tt0027125//),1623,Top Hat,Mark Sandrich,1935,USA,Romance-Musical-Comedy,99,BW
649,650,[哈拉 Xala-乌斯曼·塞姆班](https://movie.douban.com/subject/1962586/),[https://www.imdb.com/title/tt0073915/](https://www.imdb.com/title/https://www.imdb.com/title/tt0073915//),18553,Xala,Ousmane Sembene,1975,Senegal,Comedy-Drama,123,Col
650,651,[浪荡儿 I vitelloni-费德里科·费里尼](https://movie.douban.com/subject/1300779/),[https://www.imdb.com/title/tt0046521/](https://www.imdb.com/title/https://www.imdb.com/title/tt0046521//),5751,"Vitelloni, I",Federico Fellini,1953,Italy,Drama,104,BW
651,652,[蝙蝠侠：黑暗骑士 The Dark Knight-克里斯托弗·诺兰](https://movie.douban.com/subject/1851857/),[https://www.imdb.com/title/tt0468569/](https://www.imdb.com/title/https://www.imdb.com/title/tt0468569//),26965,"Dark Knight, The",Christopher Nolan,2008,USA-UK,Action-Crime-Thriller,152,Col
